industry_id,industry_descr,term,estimate,std.error,conf.low,conf.high,p.value,sector
67,Builders' carpentry and joinery,afcfta_brdr,-0.33953481468121227,0.024828118615915076,-0.38819703297229424,-0.2908725963901303,1.4239345149454939e-42,Manufacturing
68,Wooden containers,afcfta_brdr,-0.3794978244675251,0.02835792350956198,-0.43507833322260825,-0.323917315712442,7.660512299364775e-41,Manufacturing
69,Other wood products; articles of cork/straw,afcfta_brdr,-0.2107032914747924,0.01958085504883616,-0.24908106215701054,-0.17232552079257424,5.277995559716442e-27,Manufacturing
70,Pulp paper and paperboard,afcfta_brdr,-0.15263969257222199,0.01710582984513633,-0.18616650299435955,-0.11911288215008442,4.52778061755179e-19,Manufacturing
71,Corrugated paper and paperboard,afcfta_brdr,-0.20647551750124526,0.020356357869458577,-0.24637324578179257,-0.16657778922069796,3.558202000684719e-24,Manufacturing
72,Other articles of paper and paperboard,afcfta_brdr,-0.060961465501355394,0.020189792776012586,-0.10053273219766701,-0.021390198805043774,0.002532591108859436,Manufacturing
73,Publishing of books and other publications,afcfta_brdr,-0.3428844694691904,0.02913519569444347,-0.399988403712826,-0.28578053522555474,5.656469461736454e-32,Manufacturing
74,Publishing of newspapers journals etc.,afcfta_brdr,-0.24932926849935821,0.04056246961845944,-0.32883024807553884,-0.16982828892317758,7.906318559577904e-10,Manufacturing
75,Publishing of recorded media,afcfta_brdr,0.3212107245931496,0.01937207862951179,0.2832421481736284,0.35917930101267076,9.543645145057231e-62,Manufacturing
76,Other publishing,afcfta_brdr,-0.1953702951330989,0.030477151844266536,-0.2551044150992198,-0.135636175166978,1.4515204421671993e-10,Manufacturing
77,Printing,afcfta_brdr,-0.33738313260520536,0.019636699478760143,-0.37587035635881166,-0.29889590885159906,3.6689012472618576e-66,Manufacturing
78,Service activities related to printing,afcfta_brdr,-0.2713819317935309,0.021501755723772872,-0.31352459861650367,-0.22923926497055808,1.609656847590051e-36,Manufacturing
79,Coke oven products,afcfta_brdr,-0.24429925982504275,0.05770842502426203,-0.3574056944771263,-0.13119282517295922,2.3024821156225474e-5,Manufacturing
80,Refined petroleum products,afcfta_brdr,-0.17316532146191205,0.012552223627231341,-0.1977672276971782,-0.1485634152266459,2.7092995890346604e-43,Manufacturing
81,Processing of nuclear fuel,afcfta_brdr,0.03348883317211227,0.07081182000238044,-0.10529978371228638,0.1722774500565109,0.6362651446417749,Manufacturing
82,Basic chemicals except fertilizers,afcfta_brdr,-0.10965453253441215,0.019585901733954834,-0.14804219453770423,-0.07126687053112009,2.1603228595786923e-8,Manufacturing
83,Fertilizers and nitrogen compounds,afcfta_brdr,-0.13122868331528115,0.017512022311208308,-0.1655516163417113,-0.09690575028885098,6.699244273449186e-14,Manufacturing
84,Plastics in primary forms; synthetic rubber,afcfta_brdr,-0.23025672445676726,0.013481458142682931,-0.25667989687551007,-0.20383355203802447,2.108755464798341e-65,Manufacturing
85,Pesticides and other agro-chemical products,afcfta_brdr,-0.16275849332141212,0.01777260259618455,-0.1975921543214769,-0.12792483232134735,5.2950793775754006e-20,Manufacturing
86,Paints varnishes printing ink and mastics,afcfta_brdr,-0.2431358404414954,0.016908428640587597,-0.27627575161221263,-0.20999592927077815,6.953068294133017e-47,Manufacturing
87,Pharmaceuticals medicinal chemicals etc.,afcfta_brdr,-0.21202513616260985,0.01499724216890199,-0.2414191906810831,-0.18263108164413658,2.227260237734231e-45,Manufacturing
88,Soap cleaning & cosmetic preparations,afcfta_brdr,-0.16925020499568805,0.01296282503336578,-0.1946568751989792,-0.1438435347923969,5.8285518235096644e-39,Manufacturing
89,Other chemical products n.e.c.,afcfta_brdr,-0.17890752750277006,0.013526912099357788,-0.2054197880395504,-0.1523952669659897,6.206979284825738e-40,Manufacturing
90,Man-made fibres,afcfta_brdr,-0.06643263028318902,0.0342865011478047,-0.13363293768877743,7.676771223994044e-4,0.05267522738449988,Manufacturing
91,Rubber tyres and tubes,afcfta_brdr,-0.13312234526288225,0.019851928115486455,-0.17203140939291378,-0.0942132811328507,2.0035528154675362e-11,Manufacturing
92,Other rubber products,afcfta_brdr,-0.252708539243526,0.015116496347079622,-0.28233632765623334,-0.22308075083081863,9.78955055794827e-63,Manufacturing
93,Plastic products,afcfta_brdr,-0.14046832186007369,0.013443665441491176,-0.16681742194560215,-0.11411922177454523,1.486062545792168e-25,Manufacturing
94,Glass and glass products,afcfta_brdr,-0.12138909773678647,0.013509315887624851,-0.14786687033230592,-0.09491132514126702,2.573629587655947e-19,Manufacturing
95,Pottery china and earthenware,afcfta_brdr,-0.16874026652957724,0.019417120054968935,-0.20679712252080673,-0.13068341053834776,3.615380459932732e-18,Manufacturing
96,Refractory ceramic products,afcfta_brdr,-0.29011036997467676,0.022765619200914397,-0.3347301636942225,-0.24549057625513104,3.3947544147814064e-37,Manufacturing
97,Struct.non-refractory clay; ceramic products,afcfta_brdr,-0.2138691004087515,0.025111826431051674,-0.26308737579963376,-0.16465082501786923,1.6420871104949983e-17,Manufacturing
98,Cement lime and plaster,afcfta_brdr,-0.22243812919714392,0.017729357819886285,-0.25718703199314463,-0.18768922640114324,4.1643694311243164e-36,Manufacturing
99,Articles of concrete cement and plaster,afcfta_brdr,-0.340838217214786,0.02042895416274273,-0.3808782316155814,-0.30079820281399067,1.711342842906852e-62,Manufacturing
100,Cutting shaping & finishing of stone,afcfta_brdr,-0.2236143830324817,0.023327817605773852,-0.2693360653777178,-0.17789270068724558,9.179763695127936e-22,Manufacturing
101,Other non-metallic mineral products n.e.c.,afcfta_brdr,-0.25330011484418224,0.015488862768162404,-0.28365772803126393,-0.22294250165710058,4.093947333088975e-60,Manufacturing
102,Basic iron and steel,afcfta_brdr,-0.24518807139119836,0.0169956742765465,-0.27849898086620334,-0.21187716191619338,3.525286663525428e-47,Manufacturing
103,Basic precious and non-ferrous metals,afcfta_brdr,-0.14580361208674564,0.024614186171028854,-0.19404653049072604,-0.09756069368276524,3.1504543812998354e-9,Manufacturing
104,Structural metal products,afcfta_brdr,-0.23155122915327664,0.01839957157647761,-0.26761372677413964,-0.19548873153241367,2.5664286956747105e-36,Manufacturing
105,Tanks reservoirs and containers of metal,afcfta_brdr,-0.2563950225793312,0.017232713710826415,-0.2901705208084406,-0.22261952435022186,4.55330148018967e-50,Manufacturing
106,Steam generators,afcfta_brdr,-0.24070840367057622,0.03388071513876045,-0.3071133851130077,-0.17430342222814477,1.2068506259955212e-12,Manufacturing
107,Cutlery hand tools and general hardware,afcfta_brdr,-0.2456739701040973,0.0204179479285563,-0.28569241268228185,-0.20565552752591276,2.404989083612234e-33,Manufacturing
108,Other fabricated metal products n.e.c.,afcfta_brdr,-0.2052457111973297,0.01583088447036944,-0.23627367460266824,-0.17421774779199117,1.9350215033479356e-38,Manufacturing
109,Engines & turbines (not for transport equipment),afcfta_brdr,-0.25319427922075755,0.03012609721958795,-0.3122403447659022,-0.1941482136756129,4.2974965722118464e-17,Manufacturing
110,Pumps compressors taps and valves,afcfta_brdr,-0.1471330284200456,0.019819147425096603,-0.1859778435775247,-0.10828821326256652,1.1382251176577133e-13,Manufacturing
111,Bearings gears gearing & driving elements,afcfta_brdr,-0.24356516629499225,0.02276304143697078,-0.28817990769004787,-0.19895042489993664,1.0174816392039635e-26,Manufacturing
112,Ovens furnaces and furnace burners,afcfta_brdr,-0.12313672187840119,0.03740331885287199,-0.1964458797322983,-0.049827564024504084,9.943037349917651e-4,Manufacturing
113,Lifting and handling equipment,afcfta_brdr,-0.13563238506118358,0.01675400328500332,-0.16846962809665583,-0.10279514202571133,5.701978567863102e-16,Manufacturing
114,Other general purpose machinery,afcfta_brdr,-0.2295981101613369,0.021586361542932836,-0.27190660134274575,-0.18728961897992807,2.0208301358954758e-26,Manufacturing
115,Agricultural and forestry machinery,afcfta_brdr,-0.19348486603024373,0.014667125346632783,-0.22223190346637853,-0.16473782859410893,9.790257263903011e-40,Manufacturing
116,Machine tools,afcfta_brdr,-0.19485630168398949,0.03176454182172815,-0.25711365963999294,-0.132598943727986,8.548294759080916e-10,Manufacturing
117,Machinery for metallurgy,afcfta_brdr,-0.2530492009007652,0.047974002584163816,-0.34707651815995777,-0.15902188364157266,1.3296240708070503e-7,Manufacturing
118,Machinery for mining & construction,afcfta_brdr,-0.1008286226695958,0.019311812586613596,-0.13867907981554575,-0.06297816552364585,1.7787748719021482e-7,Manufacturing
119,Food/beverage/tobacco processing machinery,afcfta_brdr,-0.28777898437144334,0.02449727365661522,-0.33579275845783096,-0.23976521028505568,7.283532590145191e-32,Manufacturing
120,Machinery for textile apparel and leather,afcfta_brdr,-0.3279105011675867,0.028977882499284575,-0.38470610721441795,-0.27111489512075543,1.0948684711473509e-29,Manufacturing
121,Weapons and ammunition,afcfta_brdr,-0.3486166109079525,0.042845604241867154,-0.4325924521178687,-0.2646407696980363,4.0660613697243504e-16,Manufacturing
122,Other special purpose machinery,afcfta_brdr,-0.16342575573195095,0.028611353684114986,-0.2195029785017537,-0.10734853296214819,1.117087772387774e-8,Manufacturing
123,Domestic appliances n.e.c.,afcfta_brdr,-0.14217208975920465,0.016698002732145247,-0.17489957372796075,-0.10944460579044854,1.6757492170359755e-17,Manufacturing
124,Office accounting and computing machinery,afcfta_brdr,-0.18512226398550613,0.02473263121571685,-0.23359733041122224,-0.13664719755979002,7.157975773960698e-14,Manufacturing
125,Electric motors generators and transformers,afcfta_brdr,-0.20743105103499282,0.015500573670101143,-0.2378116171681009,-0.17705048490188474,7.688730237801978e-41,Manufacturing
126,Electricity distribution & control apparatus,afcfta_brdr,-0.143426555699387,0.03483597427828214,-0.21170381065118368,-0.07514930074759033,3.83508865533346e-5,Manufacturing
127,Insulated wire and cable,afcfta_brdr,-0.22106525413768585,0.018998221137164432,-0.2583010833368557,-0.18382942493851598,2.700767110929591e-31,Manufacturing
128,Accumulators primary cells and batteries,afcfta_brdr,-0.2224988442136624,0.015525670364297132,-0.25292859896352565,-0.19206908946379916,1.4002873991955297e-46,Manufacturing
129,Lighting equipment and electric lamps,afcfta_brdr,-0.1302428497849787,0.017550175067707195,-0.16464056084005757,-0.09584513872989979,1.1608934004593062e-13,Manufacturing
130,Other electrical equipment n.e.c.,afcfta_brdr,-0.19177839229485555,0.027367020100014162,-0.24541676605506704,-0.13814001853464405,2.423608510814844e-12,Manufacturing
131,Electronic valves tubes etc.,afcfta_brdr,-0.32058789124964493,0.028015956153661196,-0.37549815630327416,-0.2656776261960157,2.547787566347618e-30,Manufacturing
132,TV/radio transmitters; line comm. apparatus,afcfta_brdr,-0.17401255072903243,0.024730574837095343,-0.2224835867267118,-0.12554151473135305,1.9736546316420035e-12,Manufacturing
133,TV and radio receivers and associated goods,afcfta_brdr,-0.1815293867005372,0.023715433771819453,-0.2280107827710482,-0.1350479906300262,1.9409135599257502e-14,Manufacturing
134,Medical surgical and orthopaedic equipment,afcfta_brdr,-0.09530794416127586,0.024157080757345458,-0.14265495241729853,-0.0479609359052532,7.968617790115638e-5,Manufacturing
135,Measuring/testing/navigating appliances etc.,afcfta_brdr,-0.16083440453256248,0.026857756497288936,-0.21347463997279542,-0.10819416909232954,2.1194371859668997e-9,Manufacturing
136,Optical instruments & photographic equipment,afcfta_brdr,-0.26842796904592525,0.02663968688383219,-0.32064079589766037,-0.2162151421941901,7.036508747534738e-24,Manufacturing
137,Watches and clocks,afcfta_brdr,-0.4383987785998258,0.03901700136904722,-0.5148706960679084,-0.36192686113174327,2.711079380352486e-29,Manufacturing
138,Motor vehicles,afcfta_brdr,-0.2805528623692941,0.023873792611062643,-0.32734463606135533,-0.2337610886772329,6.937667988889273e-32,Manufacturing
139,Automobile bodies trailers & semi-trailers,afcfta_brdr,-0.27983334216484224,0.02263417984562311,-0.32419551948186587,-0.2354711648478186,4.1281110345667874e-35,Manufacturing
140,Parts/accessories for automobiles,afcfta_brdr,-0.20740028781177244,0.023485272904289745,-0.25343057687127474,-0.16136999875227015,1.0367122676950232e-18,Manufacturing
141,Building and repairing of ships,afcfta_brdr,-0.30816588028786374,0.035920891189698205,-0.37856953331225435,-0.23776222726347312,9.568862940480128e-18,Manufacturing
142,Building/repairing of pleasure/sport. boats,afcfta_brdr,-0.3559679636734985,0.025464667245248682,-0.40587779435248267,-0.3060581329945143,2.0971262119410622e-44,Manufacturing
143,Railway/tramway locomotives & rolling stock,afcfta_brdr,-0.3118702690209183,0.023256057202913488,-0.35745130356103205,-0.26628923448080455,5.263878652683476e-41,Manufacturing
144,Aircraft and spacecraft,afcfta_brdr,-0.1523894409031883,0.03523353519848611,-0.22144590094024535,-0.08333298086613122,1.5244545318180333e-5,Manufacturing
145,Motorcycles,afcfta_brdr,-0.29594628275964463,0.03040651798462702,-0.355541962904783,-0.23635060261450624,2.1809014628322065e-22,Manufacturing
146,Bicycles and invalid carriages,afcfta_brdr,-0.20542509869711267,0.04742231969375077,-0.2983711373602087,-0.11247906003401666,1.4787975465035635e-5,Manufacturing
147,Other transport equipment n.e.c.,afcfta_brdr,-0.382000178384553,0.031272431185291445,-0.4432930172167315,-0.32070733955237457,2.577472502121041e-34,Manufacturing
148,Furniture,afcfta_brdr,-0.19386958408435304,0.014878866559664,-0.22303162667207185,-0.16470754149663422,8.275674920970829e-39,Manufacturing
149,Jewellery and related articles,afcfta_brdr,-0.5622700405496407,0.044187489793586575,-0.6488759291123016,-0.4756641519869798,4.314412308827958e-37,Manufacturing
150,Musical instruments,afcfta_brdr,0.29331713255915687,0.023576686176662167,0.2471076767780957,0.33952658834021804,1.5656677165355165e-35,Manufacturing
151,Sports goods,afcfta_brdr,0.24629296566405912,0.022027229311311996,0.2031203895346826,0.28946554179343564,5.034941489485263e-29,Manufacturing
152,Games and toys,afcfta_brdr,-0.292109392572109,0.04435097797717546,-0.379035712086502,-0.20518307305771602,4.508848714534414e-11,Manufacturing
153,Other manufacturing n.e.c.,afcfta_brdr,-0.24284378478447388,0.01811678423104308,-0.27835202939300147,-0.20733554017594627,5.701777161579981e-41,Manufacturing
156,Transport,afcfta_brdr,-0.33426924206031194,0.02107804611748881,-0.3755814533150643,-0.29295703080555957,1.2250939540167685e-56,Manufacturing
157,Travel,afcfta_brdr,-0.22086469326436772,0.022285164440042055,-0.26454281295640286,-0.17718657357233258,3.7349364470014e-23,Services
158,Construction,afcfta_brdr,-0.4616187992279767,0.03317676394835629,-0.526644061690342,-0.39659353676561154,5.214247199286391e-44,Services
159,Insurance and pension services,afcfta_brdr,-0.36815130644204525,0.027390491691440113,-0.42183568367611146,-0.31446692920797903,3.4844298589434144e-41,Services
160,Financial services,afcfta_brdr,-0.3005652326235426,0.03149065832365915,-0.362285788787371,-0.23884467645971422,1.3665498258040511e-21,Services
162,"Telecommunications, computer, and information services",afcfta_brdr,-0.48726986847935,0.02070544320328135,-0.5278517914417211,-0.44668794551697893,1.8560829161012533e-122,Services
163,Other business services,afcfta_brdr,-0.16433071000001406,0.024809115981143635,-0.21295568381133267,-0.11570573618869547,3.500719938402132e-11,Services
165,Health services,afcfta_brdr,-0.4161045851826912,0.03627625425160854,-0.48720473700986194,-0.3450044333555205,1.857133356303318e-30,Services
166,Education services,afcfta_brdr,-0.25251493777579836,0.031298356512266944,-0.3138585893151362,-0.1911712862364605,7.146283421742612e-16,Services
